Trade_ID,Trade_Date,Customer_ID,Counterparty_ID,Product_Type,Trade_Amount,Currency,Trade_Status
TRD_01844,2026-04-05,CUST_0836,CPTY_105,FX Spot,2130083.4,EUR,Settled
TRD_01845,2026-06-27,CUST_0382,CPTY_119,Fixed Income,966293.93,JPY,Settled
TRD_01846,2026-06-14,CUST_0448,CPTY_139,Equity,1671931.23,USD,Pending
TRD_01847,2026-03-28,CUST_0669,CPTY_129,FX Spot,1877080.06,USD,Settled
TRD_01848,2026-01-31,CUST_0333,CPTY_131,Crypto ETF,1215617.56,CAD,Settled
TRD_01849,2026-01-28,CUST_0250,CPTY_113,Equity,984754.67,GBP,Cancelled
TRD_01850,2026-02-27,CUST_0881,CPTY_120,Commodity Options,1764554.9,JPY,Settled
TRD_01851,2026-04-13,CUST_0686,CPTY_128,FX Spot,312896.34,JPY,Cancelled
TRD_01852,2026-03-01,CUST_0898,CPTY_103,Commodity Options,862565.11,SGD,Cancelled
TRD_01853,2026-06-23,CUST_0334,CPTY_149,Commodity Options,1084857.79,GBP,Settled
TRD_01854,2026-01-17,CUST_0233,CPTY_113,Fixed Income,264105.95,JPY,Settled
TRD_01855,2026-02-08,CUST_0104,CPTY_133,Fixed Income,27626.33,HKD,Pending
TRD_01856,2026-06-02,CUST_0878,CPTY_149,Commodity Options,324985.8,GBP,Settled
TRD_01857,2026-01-15,CUST_0890,CPTY_128,Commodity Options,2457845.52,CAD,Settled
TRD_01858,2026-06-13,CUST_0914,CPTY_116,Fixed Income,1816037.29,JPY,Settled
TRD_01859,2026-01-26,CUST_0454,CPTY_143,Equity,1599953.33,USD,Pending
TRD_01860,2026-01-02,CUST_0506,CPTY_145,Equity,671766.75,ZWD,Cancelled
TRD_01861,2026-03-01,CUST_0017,CPTY_148,Equity,1872298.15,HKD,Pending
TRD_01862,2026-02-19,CUST_0336,CPTY_148,Fixed Income,1051052.65,HKD,Pending
TRD_01863,2026-05-07,CUST_0925,CPTY_121,FX Spot,2137623.56,GBP,Cancelled
TRD_01864,2026-05-11,CUST_0763,CPTY_113,FX Spot,2286801.06,CAD,Settled
TRD_01865,2026-05-10,CUST_0520,CPTY_143,Commodity Options,877426.41,USD,Cancelled
TRD_01866,2026-05-18,CUST_0810,CPTY_105,Equity,1317554.06,USD,Settled
TRD_01867,2026-01-01,CUST_0216,CPTY_141,Fixed Income,1363722.58,JPY,Settled
TRD_01868,2026-01-30,CUST_0588,CPTY_119,Fixed Income,265415.94,SGD,Settled
TRD_01869,2026-03-27,CUST_0463,CPTY_111,FX Spot,616031.27,HKD,Settled
TRD_01870,2026-04-25,CUST_0519,CPTY_124,Fixed Income,1039492.41,SGD,Settled
TRD_01871,2026-05-14,CUST_0142,CPTY_116,Equity,280389.25,EUR,Pending
TRD_01872,2026-06-16,CUST_0694,CPTY_104,Fixed Income,167191.21,HKD,Pending
TRD_01873,2026-05-18,CUST_0933,CPTY_114,Commodity Options,2185799.83,USD,Settled
TRD_01874,2026-05-25,CUST_0376,CPTY_143,Crypto ETF,2342968.32,HKD,Cancelled
TRD_01875,2026-06-12,CUST_0456,CPTY_117,Crypto ETF,1209747.9,HKD,Pending
TRD_01876,2026-03-16,CUST_0306,CPTY_144,Equity,1567367.39,GBP,Settled
TRD_01877,2026-03-29,CUST_0363,CPTY_136,FX Spot,2360972.51,HKD,Settled
TRD_01878,2026-02-17,CUST_0258,CPTY_139,Commodity Options,387096.24,JPY,Cancelled
TRD_01879,2026-04-12,CUST_0107,CPTY_101,Commodity Options,921429.02,GBP,Settled
TRD_01880,2026-01-08,CUST_0659,CPTY_106,Crypto ETF,-150.0,SGD,Cancelled
TRD_01881,2026-04-29,CUST_0735,CPTY_121,Equity,1646170.63,USD,Pending
TRD_01882,2026-03-18,CUST_0375,CPTY_140,Commodity Options,882243.2,USD,Pending
TRD_01883,2026-06-22,CUST_0526,CPTY_137,Commodity Options,1484996.4,JPY,Settled
TRD_01884,2026-01-14,CUST_0361,CPTY_119,Fixed Income,159150.22,EUR,Cancelled
TRD_01885,2026-05-13,CUST_0846,CPTY_104,Equity,781128.89,USD,Pending
TRD_01886,2026-02-14,CUST_0838,CPTY_120,FX Spot,759320.66,CAD,Cancelled
TRD_01887,2026-01-27,CUST_0343,CPTY_111,Equity,706339.98,SGD,Settled
TRD_01888,2026-01-28,CUST_0071,CPTY_108,Fixed Income,970257.52,USD,Pending
TRD_01889,2026-03-02,CUST_0201,CPTY_144,Equity,175440.31,GBP,Settled
TRD_01890,2026-03-10,CUST_0115,CPTY_126,FX Spot,1287356.52,SGD,Pending
TRD_01891,2026-01-06,CUST_0596,CPTY_129,Fixed Income,1967282.61,CAD,Pending
TRD_01892,2026-01-16,CUST_0632,CPTY_144,FX Spot,1641391.08,EUR,Pending
TRD_01893,2026-01-28,CUST_0854,CPTY_125,Fixed Income,2347615.28,JPY,Cancelled
TRD_01894,2026-06-21,CUST_0520,CPTY_147,Crypto ETF,2321081.11,CAD,Cancelled
TRD_01895,2026-02-26,CUST_0601,CPTY_134,Fixed Income,979424.18,CAD,Cancelled
TRD_01896,2026-05-26,CUST_0722,CPTY_125,FX Spot,1265621.1,JPY,Settled
TRD_01897,2026-02-05,CUST_0387,CPTY_121,Commodity Options,2076258.75,SGD,Settled
TRD_01898,2026-02-25,CUST_0540,CPTY_145,Commodity Options,1489423.93,USD,Pending
TRD_01899,2026-01-08,CUST_0601,CPTY_116,Fixed Income,1295106.83,HKD,Settled
TRD_01900,2026-04-19,CUST_0056,CPTY_115,Fixed Income,717137.55,JPY,Pending
TRD_01901,2026-06-13,CUST_0308,CPTY_149,FX Spot,207977.28,GBP,Cancelled
TRD_01902,2026-02-11,CUST_0754,CPTY_105,Commodity Options,2098543.58,HKD,Cancelled
TRD_01903,2026-05-15,CUST_0733,CPTY_143,FX Spot,883064.77,GBP,Pending
TRD_01904,2026-04-20,CUST_0935,CPTY_113,Commodity Options,1216186.48,SGD,Settled
TRD_01905,2026-05-28,CUST_0685,CPTY_126,FX Spot,2299701.49,USD,Cancelled
TRD_01906,2026-03-11,CUST_0028,CPTY_114,Equity,1125642.99,HKD,Settled
TRD_01907,2026-06-30,CUST_0440,CPTY_138,FX Spot,1415891.17,EUR,Pending
TRD_01908,2026-03-16,CUST_0620,CPTY_120,Commodity Options,122999.62,GBP,Cancelled
TRD_01909,2026-04-27,CUST_0762,CPTY_120,Fixed Income,540190.3,EUR,Settled
TRD_01910,2026-01-30,CUST_0179,CPTY_132,Fixed Income,2017399.18,GBP,Settled
TRD_01911,2026-04-19,CUST_0874,CPTY_135,FX Spot,2346776.08,HKD,Pending
TRD_01912,2026-06-07,CUST_0915,CPTY_112,FX Spot,2370833.03,GBP,Cancelled
TRD_01913,2026-03-11,CUST_0892,CPTY_115,Fixed Income,2144911.88,SGD,Pending
TRD_01914,2026-01-19,CUST_0350,CPTY_129,Commodity Options,243709.09,USD,Settled
TRD_01915,2026-03-26,CUST_0166,CPTY_129,Equity,1756111.96,USD,Cancelled
TRD_01916,2026-02-14,CUST_0113,CPTY_102,Commodity Options,175026.53,JPY,Settled
TRD_01917,2026-06-19,CUST_0124,CPTY_124,Fixed Income,1792921.38,CAD,Pending
TRD_01918,2026-04-04,CUST_0320,CPTY_136,Crypto ETF,1717668.66,GBP,Settled
TRD_01919,2026-02-22,CUST_0832,CPTY_104,Crypto ETF,187366.26,EUR,Settled
TRD_01920,2026-04-11,,CPTY_139,FX Spot,-150.0,ZWD,Cancelled
TRD_01921,2026-02-03,CUST_0208,CPTY_147,FX Spot,871842.38,CAD,Settled
TRD_01922,2026-05-25,CUST_0344,CPTY_148,Fixed Income,1021086.25,CAD,Cancelled
TRD_01923,2026-06-12,CUST_0756,CPTY_149,Commodity Options,405066.76,GBP,Settled
TRD_01924,2026-05-20,CUST_0282,CPTY_101,FX Spot,1059947.79,JPY,Pending
TRD_01925,2026-02-11,CUST_0514,CPTY_114,Fixed Income,2215421.77,JPY,Cancelled
TRD_01926,2026-03-07,CUST_0219,CPTY_129,FX Spot,89932.66,HKD,Pending
TRD_01927,2026-04-29,CUST_0348,CPTY_135,Equity,991769.09,EUR,Settled
TRD_01928,2026-05-19,CUST_0783,CPTY_128,Commodity Options,2123954.86,SGD,Pending
TRD_01929,2026-01-08,CUST_0133,CPTY_142,Equity,748351.12,HKD,Settled
TRD_01930,2026-06-24,CUST_0712,CPTY_122,Fixed Income,476950.17,SGD,Cancelled
TRD_01931,2026-01-14,CUST_0192,CPTY_148,Commodity Options,2275466.36,GBP,Pending
TRD_01932,2026-06-12,CUST_0548,CPTY_141,Equity,159716.29,JPY,Cancelled
TRD_01933,2026-04-01,CUST_0708,CPTY_135,FX Spot,2230308.48,HKD,Pending
TRD_01934,2026-04-24,CUST_0010,CPTY_149,Fixed Income,450955.78,EUR,Cancelled
TRD_01935,2026-05-23,CUST_0832,CPTY_126,Crypto ETF,42404.35,EUR,Cancelled
TRD_01936,2026-04-19,CUST_0201,CPTY_127,Equity,446213.01,HKD,Settled
TRD_01937,2026-06-13,CUST_0021,CPTY_140,Fixed Income,1114266.1,HKD,Pending
TRD_01938,2026-05-16,CUST_0493,CPTY_107,Equity,1263526.16,JPY,Settled
TRD_01939,2026-04-14,CUST_0164,CPTY_129,Equity,1909481.96,EUR,Settled
TRD_01940,2026-01-27,CUST_0032,CPTY_108,Commodity Options,102061.49,USD,Settled
TRD_01941,2026-05-21,CUST_0500,CPTY_100,Commodity Options,695730.76,USD,Settled
TRD_01942,2026-06-10,CUST_0212,CPTY_149,Commodity Options,445506.27,SGD,Settled
TRD_01943,2026-03-26,CUST_0089,CPTY_144,FX Spot,974999.88,JPY,Settled
TRD_01944,2026-05-03,CUST_0750,CPTY_106,Crypto ETF,1218875.95,HKD,Cancelled
TRD_01945,2026-01-06,CUST_0301,CPTY_131,Fixed Income,1054481.18,EUR,Pending
TRD_01946,2026-03-12,CUST_0214,CPTY_135,Crypto ETF,326988.25,USD,Settled
TRD_01947,2026-01-02,CUST_0793,CPTY_105,Commodity Options,330296.6,SGD,Cancelled
TRD_01948,2026-02-12,CUST_0579,CPTY_124,FX Spot,1099909.91,EUR,Pending
TRD_01949,2026-04-15,CUST_0630,CPTY_107,Commodity Options,1381750.45,HKD,Cancelled
TRD_01950,2026-05-18,CUST_0394,CPTY_109,Fixed Income,1702406.52,HKD,Settled
TRD_01951,2026-04-27,CUST_0130,CPTY_123,Fixed Income,1726741.88,HKD,Cancelled
TRD_01952,2026-03-14,CUST_0195,CPTY_150,FX Spot,2212813.65,EUR,Pending
TRD_01953,2026-03-02,CUST_0737,CPTY_105,Crypto ETF,1443278.98,CAD,Settled
TRD_01954,2026-03-19,CUST_0507,CPTY_100,Equity,1102365.45,SGD,Settled
TRD_01955,2026-05-13,CUST_0016,CPTY_137,Commodity Options,937743.24,EUR,Cancelled
TRD_01956,2026-01-28,CUST_0607,CPTY_129,Crypto ETF,2167302.06,HKD,Pending
TRD_01957,2026-06-22,CUST_0447,CPTY_123,Equity,2156822.44,GBP,Settled
TRD_01958,2026-01-16,CUST_0119,CPTY_123,Equity,1357377.05,JPY,Settled
TRD_01959,2026-03-01,CUST_0835,CPTY_115,FX Spot,1406155.12,JPY,Cancelled
TRD_01960,2026-02-19,CUST_0062,CPTY_141,FX Spot,-150.0,JPY,Pending
TRD_01961,2026-02-01,CUST_0313,CPTY_137,Equity,2023230.68,USD,Cancelled
TRD_01962,2026-02-23,CUST_0203,CPTY_125,Crypto ETF,2000612.21,HKD,Settled
TRD_01963,2026-02-01,CUST_0547,CPTY_112,Crypto ETF,2374328.96,EUR,Pending
TRD_01964,2026-05-30,CUST_0163,CPTY_100,Fixed Income,2010656.42,USD,Settled
TRD_01965,2026-03-14,CUST_0216,CPTY_130,Commodity Options,1507256.86,HKD,Settled
TRD_01966,2026-02-21,CUST_0223,CPTY_142,Commodity Options,1512331.16,HKD,Pending
TRD_01967,2026-05-09,CUST_0821,CPTY_140,Commodity Options,1871812.19,EUR,Settled
TRD_01968,2026-04-03,CUST_0229,CPTY_140,Commodity Options,1756227.98,USD,Cancelled
TRD_01969,2026-01-21,CUST_0751,CPTY_126,Crypto ETF,1484857.15,EUR,Cancelled
TRD_01970,2026-06-25,CUST_0943,CPTY_105,Fixed Income,1262339.53,USD,Cancelled
TRD_01971,2026-04-25,CUST_0938,CPTY_124,Commodity Options,1721519.04,CAD,Settled
TRD_01972,2026-06-16,CUST_0724,CPTY_103,Commodity Options,2218788.68,EUR,Pending
TRD_01973,2026-05-12,CUST_0531,CPTY_124,FX Spot,76523.42,USD,Pending
TRD_01974,2026-05-07,CUST_0231,CPTY_138,Fixed Income,2475838.31,JPY,Settled
TRD_01975,2026-06-27,CUST_0486,CPTY_116,Fixed Income,1195183.02,EUR,Pending
TRD_01976,2026-02-08,CUST_0125,CPTY_149,FX Spot,278172.74,USD,Pending
TRD_01977,2026-02-09,CUST_0744,CPTY_105,Crypto ETF,1736501.94,EUR,Settled
TRD_01978,2026-02-12,CUST_0194,CPTY_130,Commodity Options,1996421.61,JPY,Settled
TRD_01979,2026-05-30,CUST_0169,CPTY_127,FX Spot,1496874.66,CAD,Settled
TRD_01980,2026-01-13,CUST_0820,CPTY_124,Equity,450368.87,ZWD,Settled
TRD_01981,2026-02-06,CUST_0936,CPTY_129,Commodity Options,2455574.79,SGD,Cancelled
TRD_01982,2026-06-18,CUST_0063,CPTY_141,FX Spot,185527.35,CAD,Settled
TRD_01983,2026-04-24,CUST_0322,CPTY_102,Commodity Options,2031418.34,JPY,Settled
TRD_01984,2026-04-28,CUST_0832,CPTY_135,Equity,321565.92,GBP,Settled
TRD_01985,2026-02-10,CUST_0063,CPTY_112,Crypto ETF,2262740.61,CAD,Settled
TRD_01986,2026-05-29,CUST_0497,CPTY_114,FX Spot,2157346.5,SGD,Settled
TRD_01987,2026-06-10,CUST_0868,CPTY_129,Crypto ETF,2040734.79,USD,Settled
TRD_01988,2026-06-21,CUST_0373,CPTY_133,FX Spot,296446.21,GBP,Settled
TRD_01989,2026-01-20,CUST_0512,CPTY_146,Fixed Income,1255697.56,SGD,Pending
TRD_01990,2026-01-28,CUST_0749,CPTY_150,Commodity Options,94859.42,HKD,Cancelled
TRD_01991,2026-01-05,CUST_0891,CPTY_132,Crypto ETF,2109674.58,SGD,Pending
TRD_01992,2026-01-01,CUST_0898,CPTY_113,FX Spot,580949.81,JPY,Settled
TRD_01993,2026-04-21,CUST_0907,CPTY_113,Crypto ETF,230912.19,EUR,Pending
TRD_01994,2026-02-01,CUST_0743,CPTY_132,Equity,1369930.2,HKD,Pending
TRD_01995,2026-05-05,CUST_0202,CPTY_142,Fixed Income,1464671.65,SGD,Settled
TRD_01996,2026-05-08,CUST_0390,CPTY_145,Fixed Income,1692062.41,SGD,Pending
TRD_01997,2026-01-24,CUST_0655,CPTY_109,Commodity Options,1207668.35,EUR,Settled
TRD_01998,2026-02-06,CUST_0236,CPTY_147,Crypto ETF,695374.27,SGD,Cancelled
TRD_01999,2026-04-25,CUST_0108,CPTY_105,Crypto ETF,1502989.55,SGD,Settled
TRD_02000,2026-01-14,,CPTY_113,Fixed Income,-150.0,CAD,Settled
TRD_02001,2026-04-19,CUST_0655,CPTY_133,Fixed Income,1507712.11,HKD,Settled
TRD_02002,2026-03-10,CUST_0390,CPTY_150,Crypto ETF,1740278.55,JPY,Settled
TRD_02003,2026-06-26,CUST_0082,CPTY_130,Crypto ETF,1875181.02,USD,Settled
TRD_02004,2026-05-22,CUST_0627,CPTY_146,Equity,574108.09,HKD,Cancelled
TRD_02005,2026-06-20,CUST_0186,CPTY_115,Equity,681107.16,USD,Cancelled
TRD_02006,2026-04-17,CUST_0903,CPTY_135,Crypto ETF,341932.87,HKD,Pending
TRD_02007,2026-04-17,CUST_0172,CPTY_116,Crypto ETF,1071692.16,SGD,Cancelled
TRD_02008,2026-05-10,CUST_0146,CPTY_147,Equity,132337.74,JPY,Settled
TRD_02009,2026-04-05,CUST_0196,CPTY_128,FX Spot,113756.79,JPY,Pending
TRD_02010,2026-06-23,CUST_0623,CPTY_105,Crypto ETF,641880.21,USD,Settled
TRD_02011,2026-04-12,CUST_0873,CPTY_123,Crypto ETF,1028898.79,USD,Settled
TRD_02012,2026-01-05,CUST_0495,CPTY_103,FX Spot,2076155.4,HKD,Pending
TRD_02013,2026-01-27,CUST_0007,CPTY_126,Crypto ETF,1617655.08,EUR,Settled
TRD_02014,2026-01-08,CUST_0262,CPTY_100,Fixed Income,387353.48,HKD,Cancelled
TRD_02015,2026-04-19,CUST_0394,CPTY_143,Crypto ETF,143123.16,JPY,Settled
TRD_02016,2026-02-07,CUST_0270,CPTY_138,Fixed Income,954160.0,HKD,Settled
TRD_02017,2026-05-03,CUST_0678,CPTY_119,Commodity Options,2302904.69,CAD,Settled
TRD_02018,2026-03-24,CUST_0239,CPTY_127,FX Spot,1006140.85,GBP,Settled
TRD_02019,2026-06-11,CUST_0343,CPTY_142,Commodity Options,355863.94,EUR,Settled
TRD_02020,2026-06-24,CUST_0859,CPTY_130,Equity,1312267.59,JPY,Cancelled
TRD_02021,2026-03-20,CUST_0144,CPTY_127,Crypto ETF,2194657.68,CAD,Settled
TRD_02022,2026-06-26,CUST_0194,CPTY_122,FX Spot,157309.8,JPY,Settled
TRD_02023,2026-03-18,CUST_0470,CPTY_131,Equity,1433909.01,EUR,Cancelled
TRD_02024,2026-03-07,CUST_0726,CPTY_146,Commodity Options,1340912.07,JPY,Settled
TRD_02025,2026-05-30,CUST_0503,CPTY_111,Fixed Income,517235.65,USD,Pending
TRD_02026,2026-05-24,CUST_0531,CPTY_135,Crypto ETF,445840.53,EUR,Settled
TRD_02027,2026-03-20,CUST_0728,CPTY_115,Equity,1572767.88,HKD,Cancelled
TRD_02028,2026-02-18,CUST_0711,CPTY_106,Commodity Options,1185671.13,GBP,Cancelled
TRD_02029,2026-01-11,CUST_0212,CPTY_108,Fixed Income,1168353.64,HKD,Settled
TRD_02030,2026-02-22,CUST_0273,CPTY_113,Crypto ETF,1388480.89,GBP,Pending
TRD_02031,2026-04-25,CUST_0751,CPTY_150,FX Spot,2173114.81,HKD,Settled
TRD_02032,2026-02-20,CUST_0326,CPTY_116,Commodity Options,1422546.53,EUR,Cancelled
TRD_02033,2026-02-26,CUST_0085,CPTY_142,Fixed Income,334928.51,SGD,Pending
TRD_02034,2026-03-12,CUST_0804,CPTY_122,Fixed Income,734426.19,USD,Pending
TRD_02035,2026-03-28,CUST_0708,CPTY_106,Crypto ETF,217073.84,USD,Settled
TRD_02036,2026-04-07,CUST_0901,CPTY_120,Crypto ETF,1839672.17,SGD,Cancelled
TRD_02037,2026-03-29,CUST_0385,CPTY_148,Equity,2266984.02,HKD,Settled
TRD_02038,2026-03-09,CUST_0515,CPTY_150,FX Spot,1651480.28,CAD,Cancelled
TRD_02039,2026-03-05,CUST_0943,CPTY_105,FX Spot,1237818.1,EUR,Settled
TRD_02040,2026-02-04,CUST_0615,CPTY_101,FX Spot,-150.0,ZWD,Settled
TRD_02041,2026-05-18,CUST_0249,CPTY_124,Equity,2406253.02,GBP,Cancelled
TRD_02042,2026-04-10,CUST_0772,CPTY_126,FX Spot,525501.6,GBP,Cancelled
TRD_02043,2026-03-31,CUST_0444,CPTY_137,Crypto ETF,181648.84,CAD,Cancelled
TRD_02044,2026-02-28,CUST_0040,CPTY_142,Commodity Options,1462077.86,JPY,Pending
TRD_02045,2026-05-29,CUST_0261,CPTY_101,Commodity Options,65789.6,EUR,Settled
TRD_02046,2026-03-13,CUST_0687,CPTY_101,FX Spot,1536076.9,JPY,Settled
TRD_02047,2026-01-19,CUST_0263,CPTY_118,Fixed Income,1762051.9,USD,Settled
TRD_02048,2026-05-06,CUST_0844,CPTY_140,Equity,1474576.21,JPY,Settled
TRD_02049,2026-05-20,CUST_0302,CPTY_117,FX Spot,2099249.85,CAD,Settled
TRD_02050,2026-06-15,CUST_0839,CPTY_103,FX Spot,230670.48,EUR,Settled
TRD_02051,2026-04-22,CUST_0335,CPTY_124,Fixed Income,988502.7,GBP,Cancelled
TRD_02052,2026-03-17,CUST_0280,CPTY_122,Crypto ETF,2309572.83,GBP,Cancelled
TRD_02053,2026-04-13,CUST_0881,CPTY_100,FX Spot,1424970.98,CAD,Pending
TRD_02054,2026-01-09,CUST_0329,CPTY_102,FX Spot,641810.03,EUR,Settled
TRD_02055,2026-02-22,CUST_0551,CPTY_115,Equity,1547105.85,JPY,Settled
TRD_02056,2026-02-04,CUST_0828,CPTY_128,Fixed Income,142147.71,EUR,Pending
TRD_02057,2026-02-22,CUST_0255,CPTY_125,Crypto ETF,54422.64,CAD,Settled
TRD_02058,2026-06-24,CUST_0801,CPTY_150,Commodity Options,73041.13,CAD,Settled
TRD_02059,2026-03-30,CUST_0824,CPTY_130,Commodity Options,321981.2,USD,Pending
TRD_02060,2026-04-30,CUST_0621,CPTY_137,Equity,1292212.67,CAD,Pending
TRD_02061,2026-01-07,CUST_0516,CPTY_120,Commodity Options,1885074.41,HKD,Settled
TRD_02062,2026-05-25,CUST_0679,CPTY_111,Commodity Options,404680.35,JPY,Settled
TRD_02063,2026-06-10,CUST_0839,CPTY_146,Commodity Options,2101046.55,CAD,Cancelled
TRD_02064,2026-04-12,CUST_0919,CPTY_114,Commodity Options,573807.05,GBP,Cancelled
TRD_02065,2026-02-13,CUST_0450,CPTY_132,FX Spot,115069.65,USD,Settled
TRD_02066,2026-04-24,CUST_0945,CPTY_125,Crypto ETF,1787991.9,SGD,Cancelled
TRD_02067,2026-03-23,CUST_0463,CPTY_122,FX Spot,1890056.8,CAD,Settled
TRD_02068,2026-02-19,CUST_0176,CPTY_139,Commodity Options,768348.0,EUR,Settled
TRD_02069,2026-01-16,CUST_0742,CPTY_120,Commodity Options,655690.11,HKD,Pending
TRD_02070,2026-05-10,CUST_0860,CPTY_123,FX Spot,1805382.82,EUR,Settled
TRD_02071,2026-01-25,CUST_0865,CPTY_134,Equity,1209686.26,EUR,Cancelled
TRD_02072,2026-04-30,CUST_0712,CPTY_141,Equity,1578528.07,JPY,Settled
TRD_02073,2026-06-21,CUST_0710,CPTY_102,FX Spot,1914914.55,SGD,Settled
TRD_02074,2026-04-23,CUST_0737,CPTY_111,Equity,279793.79,EUR,Cancelled
TRD_02075,2026-01-23,CUST_0193,CPTY_124,Equity,161796.38,EUR,Pending
TRD_02076,2026-01-19,CUST_0320,CPTY_126,Equity,1274586.73,USD,Cancelled
TRD_02077,2026-06-20,CUST_0578,CPTY_106,Crypto ETF,1529846.63,HKD,Settled
TRD_02078,2026-01-05,CUST_0493,CPTY_132,FX Spot,1801653.8,HKD,Pending
TRD_02079,2026-02-27,CUST_0534,CPTY_134,Fixed Income,1137077.45,CAD,Settled
TRD_02080,2026-01-31,,CPTY_101,FX Spot,-150.0,GBP,Settled
TRD_02081,2026-06-21,CUST_0290,CPTY_107,Crypto ETF,2143258.12,SGD,Pending
TRD_02082,2026-03-09,CUST_0689,CPTY_103,FX Spot,1599850.71,EUR,Settled
TRD_02083,2026-01-13,CUST_0040,CPTY_113,Commodity Options,207089.66,HKD,Cancelled
TRD_02084,2026-03-25,CUST_0046,CPTY_113,Commodity Options,174641.34,GBP,Cancelled
TRD_02085,2026-03-09,CUST_0175,CPTY_143,Crypto ETF,98429.76,SGD,Settled
TRD_02086,2026-06-26,CUST_0662,CPTY_118,FX Spot,35508.63,HKD,Settled
TRD_02087,2026-04-24,CUST_0589,CPTY_117,Crypto ETF,2037317.82,CAD,Settled
TRD_02088,2026-02-08,CUST_0364,CPTY_113,Commodity Options,172107.23,JPY,Pending
TRD_02089,2026-02-03,CUST_0775,CPTY_135,Crypto ETF,305025.84,CAD,Settled
TRD_02090,2026-01-29,CUST_0693,CPTY_123,Fixed Income,2045354.51,GBP,Settled
TRD_02091,2026-03-04,CUST_0054,CPTY_110,Commodity Options,369888.19,SGD,Pending
TRD_02092,2026-03-23,CUST_0622,CPTY_123,Equity,964344.69,SGD,Settled
TRD_02093,2026-05-15,CUST_0636,CPTY_133,Crypto ETF,1263995.53,USD,Settled
TRD_02094,2026-06-09,CUST_0730,CPTY_119,Equity,1744515.43,GBP,Pending
TRD_02095,2026-04-25,CUST_0274,CPTY_140,Equity,2388685.31,GBP,Settled
TRD_02096,2026-05-17,CUST_0488,CPTY_147,Commodity Options,511442.57,CAD,Cancelled
TRD_02097,2026-03-09,CUST_0752,CPTY_124,Crypto ETF,1367053.48,EUR,Settled
TRD_02098,2026-06-01,CUST_0702,CPTY_121,Fixed Income,707916.04,EUR,Cancelled
TRD_02099,2026-04-25,CUST_0095,CPTY_135,Equity,1280417.6,JPY,Pending
TRD_02100,2026-02-18,CUST_0560,CPTY_129,Equity,783505.38,ZWD,Cancelled
TRD_02101,2026-02-27,CUST_0520,CPTY_101,Crypto ETF,2212928.85,JPY,Settled
TRD_02102,2026-04-03,CUST_0572,CPTY_114,Commodity Options,2307387.96,HKD,Pending
TRD_02103,2026-06-04,CUST_0714,CPTY_133,Crypto ETF,1951044.41,EUR,Cancelled
TRD_02104,2026-06-22,CUST_0350,CPTY_144,FX Spot,2451961.78,SGD,Cancelled
TRD_02105,2026-05-12,CUST_0116,CPTY_119,Equity,1352236.34,JPY,Settled
TRD_02106,2026-06-17,CUST_0593,CPTY_148,Crypto ETF,1201690.06,USD,Pending
TRD_02107,2026-06-22,CUST_0323,CPTY_118,Commodity Options,2150676.05,SGD,Settled
TRD_02108,2026-03-28,CUST_0584,CPTY_146,Crypto ETF,278018.91,HKD,Settled
TRD_02109,2026-05-08,CUST_0069,CPTY_115,Crypto ETF,1160178.64,GBP,Cancelled
TRD_02110,2026-04-02,CUST_0052,CPTY_123,Commodity Options,1836225.61,SGD,Settled
TRD_02111,2026-01-10,CUST_0872,CPTY_101,Commodity Options,1517436.26,SGD,Pending
TRD_02112,2026-01-30,CUST_0519,CPTY_150,Crypto ETF,2123302.8,JPY,Cancelled
TRD_02113,2026-06-06,CUST_0114,CPTY_112,Equity,1575454.93,HKD,Settled
TRD_02114,2026-01-24,CUST_0288,CPTY_137,Commodity Options,69365.8,HKD,Settled
TRD_02115,2026-01-24,CUST_0512,CPTY_148,Commodity Options,784043.06,USD,Pending
TRD_02116,2026-05-02,CUST_0199,CPTY_144,Commodity Options,175355.49,GBP,Cancelled
TRD_02117,2026-03-23,CUST_0943,CPTY_107,Crypto ETF,1173052.89,SGD,Settled
TRD_02118,2026-03-03,CUST_0800,CPTY_125,Equity,905922.36,JPY,Settled
TRD_02119,2026-03-17,CUST_0138,CPTY_126,Commodity Options,592821.52,GBP,Settled
TRD_02120,2026-06-21,CUST_0807,CPTY_117,Commodity Options,-150.0,USD,Settled
TRD_02121,2026-06-06,CUST_0694,CPTY_149,FX Spot,1708548.71,HKD,Cancelled
TRD_02122,2026-03-13,CUST_0592,CPTY_126,Fixed Income,1126353.52,EUR,Cancelled
TRD_02123,2026-01-12,CUST_0623,CPTY_146,Crypto ETF,795771.08,USD,Pending
TRD_02124,2026-04-10,CUST_0689,CPTY_148,FX Spot,1809964.92,EUR,Cancelled
TRD_02125,2026-04-30,CUST_0599,CPTY_123,Commodity Options,561715.39,EUR,Pending
TRD_02126,2026-06-28,CUST_0313,CPTY_120,Commodity Options,1428772.12,GBP,Cancelled
TRD_02127,2026-01-11,CUST_0271,CPTY_105,Crypto ETF,404055.58,EUR,Cancelled
TRD_02128,2026-02-05,CUST_0367,CPTY_128,Commodity Options,2190630.2,SGD,Pending
TRD_02129,2026-01-10,CUST_0202,CPTY_103,Fixed Income,1324558.96,GBP,Settled
TRD_02130,2026-02-27,CUST_0044,CPTY_149,Fixed Income,2185254.95,EUR,Settled
TRD_02131,2026-02-01,CUST_0523,CPTY_101,FX Spot,1786039.14,CAD,Settled
